Date,Open,High,Low,Close,Adj Close,Volume
2024-06-25,73.63,73.99,70.54,71.16,71.16,16782613
2024-06-26,71.16,73.1,69.92,72.65,72.65,13949896
2024-06-27,71.7,72.18,70.51,71.05,71.05,9962066
2024-06-28,70.52,71.9,70.23,70.32,70.32,9940513
2024-07-01,70.2,71.3,69.09,70.47,70.47,8796144
2024-07-02,70.1,71.25,69.52,71.04,71.04,8861227
2024-07-03,70.6,71.98,69.71,71.2,71.2,9246431
2024-07-04,71.58,71.7,68.91,68.92,68.92,10967222
2024-07-05,68.9,72.4,67.72,71.5,71.5,17418059
2024-07-08,71.47,71.72,70.52,70.98,70.98,8796349
2024-07-09,70.6,73.67,70.05,73.11,73.11,15953052
2024-07-10,72.96,73.29,72.28,72.82,72.82,9805553
2024-07-11,74.45,74.6,72.02,72.99,72.99,14592528
2024-07-12,72.08,72.3,69.76,70.59,70.59,14373590
2024-07-15,70.68,72.95,70.68,72.0,72.0,14428960
2024-07-16,71.52,78.55,71.52,77.84,77.84,33755998
2024-07-17,77.33,78.66,76.06,76.62,76.62,19811585
2024-07-18,75.35,76.49,73.1,75.36,75.36,21191195
2024-07-19,75.01,79.16,74.93,78.22,78.22,27954182
2024-07-22,78.22,80.18,77.88,78.66,78.66,21027424
2024-07-23,78.47,78.58,75.13,75.3,75.3,16672437
2024-07-24,75.2,77.61,75.01,75.44,75.44,14734334
2024-07-25,74.3,76.49,74.3,74.8,74.8,12521743
2024-07-26,75.12,75.89,73.73,74.31,74.31,10720159
2024-07-29,74.51,74.66,73.08,73.85,73.85,8220594
2024-07-30,73.73,75.06,72.49,75.0,75.0,10902538
2024-07-31,74.55,79.87,74.4,79.5,79.5,21418891
2024-08-01,81.01,81.3,79.11,79.66,79.66,16835242
2024-08-02,78.2,79.42,77.57,77.97,77.97,13109015
2024-08-05,77.5,77.5,73.45,73.81,73.81,18351232
2024-08-06,75.18,75.4,72.81,74.87,74.87,10873047
2024-08-07,74.87,74.88,71.18,71.64,71.64,12343576
2024-08-08,70.7,73.43,70.51,72.38,72.38,9305299
2024-08-09,73.4,73.77,72.01,72.01,72.01,7869845
2024-08-12,71.96,74.14,71.7,73.7,73.7,9528696
2024-08-13,73.79,74.98,72.9,73.51,73.51,7586031
2024-08-14,74.09,74.65,73.26,73.57,73.57,7466931
2024-08-15,73.48,78.0,73.05,76.6,76.6,19043305
2024-08-16,76.59,77.66,76.37,76.84,76.84,9371878
2024-08-19,76.98,78.23,76.51,76.84,76.84,7937911
2024-08-20,77.3,77.38,75.3,75.65,75.65,7490602
2024-08-21,75.1,78.1,75.1,76.98,76.98,9396266
2024-08-22,76.8,78.2,76.55,77.3,77.3,10349274
2024-08-23,76.85,77.69,75.5,76.25,76.25,9613552
2024-08-26,76.25,77.0,74.66,74.88,74.88,7378577
2024-08-27,74.43,76.05,74.2,75.3,75.3,6222749
2024-08-28,75.59,75.89,74.47,74.71,74.71,5523133
2024-08-29,74.4,75.83,73.41,75.0,75.0,6863327
2024-08-30,75.19,80.0,74.8,79.39,79.39,21050996
2024-09-02,78.91,80.33,77.78,77.87,77.87,11776652
2024-09-03,77.87,78.87,77.1,77.32,77.32,7477279
2024-09-04,76.33,77.28,76.1,76.47,76.47,5252524
2024-09-05,76.57,78.18,73.8,74.7,74.7,11312544
2024-09-06,75.2,78.27,74.0,76.18,76.18,11257818
2024-09-09,76.0,78.02,75.72,76.4,76.4,8020341
2024-09-10,76.4,79.88,76.03,78.9,78.9,12311393
2024-09-11,78.5,79.57,78.35,79.2,79.2,8120785
2024-09-12,79.6,80.09,76.02,76.1,76.1,10655235
2024-09-13,76.08,78.72,76.08,77.98,77.98,12386718
2024-09-18,77.1,77.36,74.28,74.73,74.73,10573757
2024-09-19,75.65,76.27,73.9,75.92,75.92,9365656
2024-09-20,76.0,76.19,74.4,75.92,75.92,8777017
2024-09-23,75.11,76.35,74.63,75.51,75.51,7143629
2024-09-24,76.67,79.05,75.61,78.12,78.12,16729206
2024-09-25,79.43,80.0,78.5,78.75,78.75,15692898
2024-09-26,78.8,81.18,77.75,80.99,80.99,17656470
2024-09-27,82.0,86.79,81.2,86.09,86.09,12566667
2024-09-30,90.09,103.28,90.08,103.28,103.28,44184421
2024-10-08,123.94,123.94,118.0,123.94,123.94,47248899
2024-10-09,120.19,148.7,118.0,131.0,131.0,78096514
2024-10-10,133.98,144.0,119.32,131.03,131.03,57916204
2024-10-11,125.02,130.79,121.21,123.7,123.7,38857637
2024-10-14,124.99,125.5,116.45,124.2,124.2,42710957
2024-10-15,124.0,124.3,116.99,117.0,117.0,35780323
2024-10-16,115.0,117.99,113.0,113.57,113.57,25167829
2024-10-17,121.94,122.0,116.18,116.18,116.18,33150593
2024-10-18,117.0,138.89,115.15,132.99,132.99,59997761
2024-10-21,136.0,146.88,129.06,131.3,131.3,67436776
2024-10-22,128.0,132.0,125.0,128.11,128.11,37190535
2024-10-23,127.0,129.5,124.66,125.02,125.02,30178249
2024-10-24,122.52,126.35,122.01,123.8,123.8,21396357
2024-10-25,125.88,125.96,120.65,122.0,122.0,24973741
2024-10-28,121.0,124.21,120.48,122.57,122.57,19549656
2024-10-29,123.33,132.17,121.6,126.53,126.53,38573519
2024-10-30,124.8,128.56,124.01,125.19,125.19,26948598
2024-10-31,125.65,129.78,124.38,128.42,128.42,34571786
2024-11-01,127.0,129.7,123.81,123.88,123.88,26503845
2024-11-04,121.99,124.84,121.5,124.45,124.45,20141749
2024-11-05,124.0,131.5,123.35,129.28,129.28,33088970
2024-11-06,131.24,136.95,127.4,133.19,133.19,35428268
2024-11-07,132.0,143.99,131.0,141.75,141.75,38119247
2024-11-08,145.88,149.8,135.69,136.99,136.99,49663550
2024-11-11,133.5,142.97,131.1,139.05,139.05,57710412
2024-11-12,136.0,137.39,129.32,129.41,129.41,44724908
2024-11-13,127.44,132.9,127.1,131.51,131.51,28514184
2024-11-14,129.8,132.9,126.38,126.7,126.7,29596901
2024-11-15,126.21,128.61,121.9,121.9,121.9,23103805
2024-11-18,122.9,126.79,121.35,123.11,123.11,25210401
2024-11-19,123.22,127.78,122.37,127.2,127.2,21612836
2024-11-20,127.21,129.75,125.1,126.54,126.54,19706599
2024-11-21,125.6,131.44,125.51,128.5,128.5,26084975
2024-11-22,128.7,132.22,123.17,123.9,123.9,25715458
2024-11-25,124.05,125.2,116.17,118.26,118.26,28093648
2024-11-26,117.97,119.45,117.11,118.1,118.1,12471761
2024-11-27,116.9,123.8,116.3,123.2,123.2,20835993
2024-11-28,123.95,128.8,122.44,126.0,126.0,21344884
2024-11-29,125.61,129.0,123.1,125.81,125.81,21307453
2024-12-02,126.45,130.33,126.04,126.89,126.89,18385640
2024-12-03,127.65,127.87,123.79,125.37,125.37,15904401
2024-12-04,128.51,133.7,127.0,128.89,128.89,30252123
2024-12-05,127.6,129.8,126.76,128.02,128.02,15278465
2024-12-06,128.6,132.4,126.3,129.81,129.81,18389273
2024-12-09,129.99,130.76,127.27,128.99,128.99,14026247
2024-12-10,137.0,137.88,130.01,130.3,130.3,24668777
2024-12-11,129.39,130.42,123.88,124.38,124.38,25269114
2024-12-12,123.88,127.68,123.8,126.8,126.8,15825641
2024-12-13,125.29,127.86,123.4,123.81,123.81,20089117
2024-12-16,122.01,124.9,119.5,123.42,123.42,16153504
2024-12-17,123.5,123.89,121.42,121.81,121.81,11427136
2024-12-18,121.5,122.86,120.71,121.2,121.2,14308466
